,Prevalence_of_Most_Common_Pitch,Prevalence_of_Most_Common_Pitch_Class,Relative_Prevalence_of_Top_Pitches,Relative_Prevalence_of_Top_Pitch_Classes,Pitch_Variability,Pitch_Class_Variability,Distance_Between_Most_Prevalent_Melodic_Intervals,Prevalence_of_Most_Common_Melodic_Interval,Relative_Prevalence_of_Most_Common_Melodic_Intervals,Repeated_Notes,Chromatic_Motion,Stepwise_Motion,Melodic_Thirds,Melodic_Perfect_Fourths,Melodic_Tritones,Melodic_Perfect_Fifths,Melodic_Sixths,Melodic_Sevenths,Melodic_Octaves,Melodic_Large_Intervals,Direction_of_Melodic_Motion,Average_Interval_Spanned_by_Melodic_Arcs,Prevalence_of_Very_Short_Rhythmic_Values,Prevalence_of_Short_Rhythmic_Values,Prevalence_of_Medium_Rhythmic_Values,Prevalence_of_Long_Rhythmic_Values,Prevalence_of_Very_Long_Rhythmic_Values,Prevalence_of_Most_Common_Rhythmic_Value,Relative_Prevalence_of_Most_Common_Rhythmic_Values,Rhythmic_Value_Variability,Variability_in_Rhythmic_Value_Run_Lengths,Rhythmic_Variability_-_Tempo_Standardized,Rhythmic_Variability
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_15_R1_2004_03_ORIG_MID--AUDIO_15_R1_2004_03_Track03_wav.midi",0.05905, 0.1641, 0.9901, 0.9157, 12.29, 3.42, 9.0, 0.1123, 0.9141, 0.02984, 0.05549, 0.1189, 0.1623, 0.06226, 0.02218, 0.04038, 0.07966, 0.02447, 0.1123, 0.3477, 0.5098, 17.61, 0.8, 0.8661, 0.1892, 0.0303, 5.846E-4, 0.5796, 1.0, 0.5002, 5.834, 0.006452, 0.006448
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_17_R1_2004_01-02_ORIG_MID--AUDIO_20_R2_2004_04_Track04_wav.midi",0.05998, 0.146, 0.997, 0.9988, 11.83, 3.403, 9.0, 0.1127, 0.7987, 0.001845, 0.05, 0.1031, 0.1533, 0.06679, 0.04041, 0.0559, 0.1094, 0.02841, 0.1127, 0.328, 0.4817, 18.59, 0.6543, 0.7973, 0.3265, 0.03081, 0.004923, 0.3816, 1.0, 0.6995, 1.306, 0.006431, 0.006431
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_02_Track02_wav--2.midi",0.06594, 0.2069, 0.8111, 0.7137, 13.17, 3.494, 10.0, 0.08418, 0.9191, 0.01455, 0.07119, 0.1486, 0.1223, 0.05385, 0.02352, 0.06561, 0.108, 0.0489, 0.08418, 0.3305, 0.4623, 17.82, 0.7633, 0.8423, 0.2188, 0.03434, 0.001519, 0.5697, 1.0, 0.5694, 4.403, 0.006567, 0.006567
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_06_R1_2004_02-03_ORIG_MID--AUDIO_06_R1_2004_05_Track05_wav.midi",0.04386, 0.1438, 0.7577, 0.7666, 16.23, 3.384, 9.0, 0.1321, 0.9774, 0.01214, 0.03985, 0.1004, 0.1971, 0.05709, 0.03158, 0.04873, 0.09746, 0.03386, 0.1321, 0.2896, 0.4797, 18.51, 0.8806, 0.9237, 0.1102, 0.01754, 0.002024, 0.7594, 1.0, 0.4567, 8.032, 0.006504, 0.006504
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_22_R2_2004_01_ORIG_MID--AUDIO_22_R2_2004_03_Track03_wav.midi",0.08199, 0.2119, 0.8662, 0.8638, 12.95, 3.367, 5.0, 0.1626, 0.4094, 0.01296, 0.03948, 0.1037, 0.1014, 0.06305, 0.01179, 0.06659, 0.07778, 0.01709, 0.1626, 0.383, 0.471, 19.9, 0.8199, 0.9082, 0.179, 0.006351, 0.0, 0.5462, 1.0, 0.3166, 1.743, 0.007071, 0.007071
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_13_01_2004_01-05_ORIG_MID--AUDIO_13_R1_2004_09_Track09_wav.midi",0.06397, 0.1625, 0.977, 0.8643, 11.14, 3.532, 1.0, 0.1719, 0.8355, 0.01637, 0.1213, 0.2932, 0.2344, 0.03795, 0.02753, 0.03274, 0.05878, 0.02902, 0.06994, 0.2001, 0.4735, 14.58, 0.2699, 0.4074, 0.6015, 0.1647, 0.03309, 0.2154, 0.6962, 1.524, 1.501, 0.005725, 0.005725
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_13_01_2004_01-05_ORIG_MID--AUDIO_13_R1_2004_02_Track02_wav.midi",0.06405, 0.1958, 0.9765, 0.9474, 13.64, 3.326, 3.0, 0.1836, 0.379, 0.02228, 0.03895, 0.09914, 0.1132, 0.04977, 0.03022, 0.05771, 0.1135, 0.05198, 0.1836, 0.2787, 0.4757, 18.61, 0.7442, 0.86, 0.2313, 0.05186, 0.002637, 0.5543, 1.0, 0.7064, 4.489, 0.006696, 0.006696
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_04_R1_2004_01-02_ORIG_MID--AUDIO_04_R1_2004_01_Track01_wav.midi",0.04213, 0.1709, 0.9641, 0.9601, 15.73, 3.464, 9.0, 0.1851, 0.3475, 0.009009, 0.03403, 0.07184, 0.1118, 0.03081, 0.01463, 0.02795, 0.06817, 0.02657, 0.1851, 0.4541, 0.4599, 24.94, 0.8122, 0.9028, 0.1798, 0.01293, 0.002182, 0.6242, 1.0, 0.4947, 7.944, 0.006439, 0.006439
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_21_R1_2004_03_ORIG_MID--AUDIO_21_R1_2004_04_Track04_wav.midi",0.04277, 0.1199, 0.8609, 0.9124, 15.72, 3.258, 9.0, 0.2231, 0.3427, 0.04101, 0.03289, 0.07693, 0.1332, 0.04609, 0.01651, 0.04418, 0.07541, 0.03698, 0.2231, 0.3065, 0.4512, 19.58, 0.6347, 0.7648, 0.3357, 0.05903, 0.008225, 0.4738, 1.0, 0.9036, 5.287, 0.006613, 0.006613
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_15_R2_2004_01_ORIG_MID--AUDIO_15_R2_2004_01_Track01_wav.midi",0.04571, 0.1554, 0.9612, 0.8757, 14.06, 3.399, 10.0, 0.172, 0.5178, 0.009072, 0.04666, 0.1357, 0.1344, 0.04499, 0.02444, 0.03999, 0.08887, 0.02518, 0.172, 0.3253, 0.4611, 18.77, 0.8591, 0.9337, 0.1384, 0.006024, 0.001949, 0.4343, 0.9784, 0.3545, 2.909, 0.006785, 0.006785
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_02_Track02_wav.midi",0.06025, 0.1552, 0.8759, 0.9377, 12.92, 3.496, 9.0, 0.1188, 0.8396, 0.05541, 0.0164, 0.06516, 0.1862, 0.07668, 0.03014, 0.04654, 0.06383, 0.01418, 0.1188, 0.3431, 0.4026, 20.96, 0.2894, 0.54, 0.5726, 0.1961, 0.05101, 0.2507, 0.8228, 1.725, 0.7274, 0.007272, 0.007272
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_06_R2_2004_01_ORIG_MID--AUDIO_06_R2_2004_03_Track03_wav.midi",0.04304, 0.131, 0.974, 0.9897, 13.76, 3.474, 9.0, 0.1056, 0.8227, 0.02157, 0.04919, 0.09313, 0.1472, 0.05866, 0.01997, 0.04599, 0.07065, 0.02362, 0.1056, 0.4136, 0.5214, 21.21, 0.8403, 0.8993, 0.156, 0.01401, 2.242E-4, 0.612, 1.0, 0.3658, 3.974, 0.006198, 0.006198
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_07_R1_2004_01_ORIG_MID--AUDIO_07_R1_2004_02_Track02_wav.midi",0.03383, 0.1393, 0.9, 0.9049, 18.3, 3.363, 5.0, 0.162, 0.4663, 0.008557, 0.01918, 0.06167, 0.1133, 0.06108, 0.04633, 0.07554, 0.0959, 0.02833, 0.162, 0.3473, 0.4699, 22.96, 0.4308, 0.6087, 0.508, 0.1006, 0.00874, 0.2275, 1.0, 0.9899, 1.622, 0.006863, 0.006863
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_20_R2_2004_01_ORIG_MID--AUDIO_20_R1_2004_02_Track02_wav.midi",0.05082, 0.1438, 0.9494, 0.9911, 12.88, 3.323, 9.0, 0.1621, 0.5837, 0.0043, 0.01852, 0.0483, 0.1469, 0.05855, 0.03109, 0.05227, 0.08171, 0.04598, 0.1621, 0.3688, 0.4389, 20.44, 0.7234, 0.8295, 0.2544, 0.04889, 9.649E-4, 0.4612, 1.0, 0.6068, 2.774, 0.006061, 0.006061
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_18_R1_2004_01-02_ORIG_MID--AUDIO_18_R1_2004_04_Track04_wav.midi",0.09738, 0.3234, 0.6528, 0.4805, 15.91, 3.18, 9.0, 0.121, 0.8155, 0.02286, 0.01922, 0.0561, 0.1621, 0.06442, 0.04883, 0.05714, 0.09974, 0.02701, 0.121, 0.3408, 0.4981, 21.86, 0.9026, 0.9728, 0.09738, 0.001514, 0.0, 0.7659, 1.0, 0.1716, 7.268, 0.006477, 0.006477
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_09_R1_2004_01-02_ORIG_MID--AUDIO_09_R1_2004_01_Track01_wav.midi",0.0745, 0.1695, 0.8732, 0.9567, 9.555, 3.323, 1.0, 0.1369, 0.7093, 0.002122, 0.09708, 0.234, 0.1443, 0.04881, 0.03024, 0.03714, 0.09072, 0.02812, 0.04297, 0.3416, 0.4652, 14.9, 0.6558, 0.8326, 0.3332, 0.02886, 0.001574, 0.3578, 0.8328, 0.5139, 1.821, 0.006736, 0.006736
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_16_R2_2004_01_ORIG_MID--AUDIO_16_R2_2004_04_Track04_wav.midi",0.04859, 0.1417, 0.9048, 0.9636, 13.11, 3.494, 9.0, 0.112, 0.7984, 0.009211, 0.02312, 0.05671, 0.1725, 0.06971, 0.03233, 0.04298, 0.05165, 0.02474, 0.112, 0.4282, 0.4896, 22.79, 0.8025, 0.9019, 0.192, 0.008187, 7.119E-4, 0.5941, 1.0, 0.3873, 2.422, 0.006592, 0.006592
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_22_R2_2004_01_ORIG_MID--AUDIO_22_R2_2004_01_Track01_wav.midi",0.04936, 0.1475, 0.9545, 0.9571, 13.1, 3.442, 9.0, 0.1172, 0.5569, 0.01168, 0.05486, 0.1001, 0.1218, 0.05653, 0.02837, 0.04506, 0.08594, 0.03004, 0.1172, 0.4032, 0.4297, 21.38, 0.681, 0.8721, 0.3129, 0.02019, 0.00204, 0.4002, 1.0, 0.4672, 1.88, 0.006491, 0.006491
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_16_R1_2004_01-08_ORIG_MID--AUDIO_16_R1_2004_03_Track03_wav.midi",0.07006, 0.1723, 0.9355, 0.9672, 13.0, 3.3, 3.0, 0.1043, 0.8556, 0.01391, 0.01681, 0.05855, 0.1414, 0.04986, 0.05043, 0.07188, 0.1872, 0.04986, 0.08928, 0.2875, 0.4421, 19.44, 0.5412, 0.6763, 0.4181, 0.08927, 0.00904, 0.3514, 1.0, 0.9016, 1.069, 0.006389, 0.006389
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_17_R1_2004_01-02_ORIG_MID--AUDIO_20_R2_2004_06_Track06_wav.midi",0.05582, 0.1527, 0.938, 0.898, 11.88, 3.456, 10.0, 0.1298, 0.7753, 0.0114, 0.06974, 0.1704, 0.09518, 0.04364, 0.03136, 0.06404, 0.1068, 0.05789, 0.1298, 0.2895, 0.4712, 17.35, 0.6527, 0.7503, 0.2958, 0.08048, 0.01233, 0.4896, 1.0, 1.091, 2.854, 0.006423, 0.006423
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_16_R1_2004_01-08_ORIG_MID--AUDIO_16_R1_2004_08_Track08_wav.midi",0.03864, 0.1256, 0.9846, 0.8496, 13.79, 3.472, 9.0, 0.09902, 0.9158, 0.006211, 0.04738, 0.08758, 0.1745, 0.06282, 0.03567, 0.06264, 0.1067, 0.04197, 0.09902, 0.3228, 0.4706, 18.9, 0.691, 0.8153, 0.288, 0.04255, 0.005447, 0.4966, 1.0, 0.7459, 4.577, 0.006425, 0.006425
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_09_R1_2004_05_ORIG_MID--AUDIO_09_R1_2004_06_Track06_wav.midi",0.04348, 0.1317, 0.9245, 0.8178, 12.43, 3.377, 9.0, 0.08858, 0.9716, 0.005038, 0.06192, 0.127, 0.1438, 0.06612, 0.03883, 0.05416, 0.09656, 0.03631, 0.08858, 0.3436, 0.48, 18.39, 0.6276, 0.7931, 0.3603, 0.02584, 6.153E-4, 0.3142, 1.0, 0.5185, 1.45, 0.006353, 0.006353
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_19_R1_2004_01-02_ORIG_MID--AUDIO_19_R1_2004_02_Track02_wav.midi",0.06558, 0.1755, 0.981, 0.847, 10.08, 3.177, 1.0, 0.1335, 0.8152, 0.01455, 0.09298, 0.2264, 0.1973, 0.05629, 0.02404, 0.03605, 0.08286, 0.03416, 0.05819, 0.2701, 0.4223, 15.53, 0.5509, 0.6458, 0.4372, 0.0862, 6.246E-4, 0.3691, 1.0, 0.7015, 2.065, 0.006691, 0.006691
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_07_R1_2004_01_ORIG_MID--AUDIO_07_R1_2004_06_Track06_wav.midi",0.04781, 0.1662, 0.9127, 0.7534, 15.13, 3.391, 9.0, 0.141, 0.7322, 0.02931, 0.03108, 0.08871, 0.1756, 0.05507, 0.02636, 0.04701, 0.09363, 0.03678, 0.141, 0.3065, 0.4665, 20.14, 0.6213, 0.7306, 0.3428, 0.07721, 0.006261, 0.4187, 1.0, 0.8604, 3.216, 0.006778, 0.006778
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_10_R1_2004_03-04_ORIG_MID--AUDIO_10_R1_2004_03_Track03_wav.midi",0.0543, 0.1448, 0.9419, 0.9197, 13.29, 3.565, 10.0, 0.1407, 0.7076, 0.007619, 0.06519, 0.1647, 0.1199, 0.06045, 0.02861, 0.05842, 0.08466, 0.04809, 0.1407, 0.2868, 0.4697, 17.74, 0.6883, 0.7949, 0.2856, 0.04334, 0.003155, 0.5003, 1.0, 0.724, 3.905, 0.006222, 0.006222
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_17_R2_2004_01_ORIG_MID--AUDIO_17_R2_2004_03_Track03_wav.midi",0.07012, 0.1958, 0.9574, 0.941, 11.62, 3.333, 9.0, 0.1865, 0.4072, 0.02125, 0.01574, 0.05824, 0.1232, 0.03975, 0.03188, 0.04526, 0.1145, 0.03542, 0.1865, 0.344, 0.4865, 19.63, 0.7803, 0.878, 0.2182, 0.005595, 0.0, 0.6214, 1.0, 0.3398, 7.405, 0.006797, 0.006797
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_11_R1_2004_01-02_ORIG_MID--AUDIO_11_R1_2004_02_Track02_wav.midi",0.05349, 0.1273, 0.8347, 0.9437, 13.0, 3.467, 9.0, 0.1298, 0.5636, 0.008752, 0.0351, 0.08581, 0.1327, 0.05639, 0.05026, 0.0637, 0.1032, 0.04295, 0.1298, 0.3264, 0.4746, 17.4, 0.5351, 0.7277, 0.4439, 0.04748, 0.004244, 0.2995, 1.0, 0.7227, 1.776, 0.006293, 0.006293
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_03_R1_2004_01-02_ORIG_MID--AUDIO_03_R1_2004_01_Track01_wav.midi",0.06764, 0.1527, 0.7737, 0.8788, 9.965, 3.512, 1.0, 0.1156, 0.6771, 0.004349, 0.07829, 0.1939, 0.1091, 0.03516, 0.02791, 0.04531, 0.09714, 0.03298, 0.03153, 0.4226, 0.4882, 16.71, 0.1321, 0.633, 0.8398, 0.07547, 0.009968, 0.5009, 0.3539, 0.8426, 1.456, 0.01003, 0.01003
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_04_R2_2004_01_ORIG_MID--AUDIO_04_R2_2004_01_Track01_wav.midi",0.05486, 0.1651, 0.8111, 0.8366, 14.74, 3.469, 9.0, 0.1359, 0.536, 0.02582, 0.02803, 0.08021, 0.121, 0.0295, 0.02489, 0.03872, 0.0863, 0.03153, 0.1359, 0.4261, 0.4624, 22.9, 0.3377, 0.6558, 0.5593, 0.1271, 0.03735, 0.3181, 0.7045, 1.376, 1.751, 0.006017, 0.006017
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_02_R1_2004_01-05_ORIG_MID--AUDIO_02_R1_2004_06_Track06_wav.midi",0.1058, 0.2269, 0.8, 0.9328, 12.62, 3.451, 7.0, 0.1401, 0.5714, 0.01828, 0.01131, 0.04091, 0.09835, 0.08007, 0.02698, 0.07137, 0.1271, 0.04787, 0.1401, 0.349, 0.5009, 18.93, 0.37, 0.5953, 0.5758, 0.08975, 0.01185, 0.2252, 0.9549, 1.058, 0.9525, 0.007043, 0.007043
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_12_01_2004_01-05_ORIG_MID--AUDIO_12_R1_2004_09_Track09_wav.midi",0.04158, 0.1188, 0.968, 0.9328, 16.68, 3.622, 1.0, 0.3087, 0.3654, 0.02938, 0.1128, 0.4215, 0.1608, 0.03208, 0.0564, 0.03546, 0.04897, 0.03006, 0.05809, 0.1273, 0.4732, 14.97, 0.8676, 0.9228, 0.1271, 0.01364, 0.001663, 0.6494, 1.0, 0.5359, 6.973, 0.006238, 0.006238
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_01_R1_2004_04-05_ORIG_MID--AUDIO_01_R1_2004_06_Track06_wav.midi",0.03966, 0.1183, 0.9404, 0.9301, 12.76, 3.474, 1.0, 0.1006, 0.958, 0.004757, 0.04017, 0.08175, 0.197, 0.07329, 0.03347, 0.07259, 0.1131, 0.04686, 0.08351, 0.2937, 0.45, 18.22, 0.6096, 0.7823, 0.3678, 0.04219, 0.003882, 0.3413, 0.7864, 0.7849, 1.952, 0.006487, 0.006487
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_17_R1_2004_01-02_ORIG_MID--AUDIO_20_R2_2004_02_Track02_wav.midi",0.06882, 0.1591, 0.947, 0.9112, 9.116, 3.466, 1.0, 0.1182, 0.7608, 0.00649, 0.08994, 0.2082, 0.1191, 0.05378, 0.02225, 0.04172, 0.1052, 0.04265, 0.05888, 0.3417, 0.4881, 14.33, 0.7297, 0.8022, 0.2033, 0.08614, 0.01914, 0.5834, 1.0, 1.409, 1.893, 0.008094, 0.008094
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_15_R1_2004_04_ORIG_MID--AUDIO_15_R1_2004_04_Track04_wav.midi",0.03599, 0.1175, 0.9978, 0.8871, 14.32, 3.479, 9.0, 0.1002, 0.8816, 0.00488, 0.04443, 0.08885, 0.1721, 0.06066, 0.03399, 0.0605, 0.1104, 0.04678, 0.1002, 0.3216, 0.4832, 19.13, 0.6614, 0.8098, 0.3176, 0.03865, 0.005418, 0.3888, 1.0, 0.7434, 2.365, 0.006527, 0.006527
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_04_R1_2004_03-05_ORIG_MID--AUDIO_04_R1_2004_06_Track06_wav.midi",0.07143, 0.206, 0.9, 0.8933, 12.3, 3.441, 10.0, 0.1759, 0.9082, 0.004454, 0.1091, 0.2851, 0.09243, 0.03174, 0.007795, 0.0284, 0.04232, 0.01559, 0.1598, 0.3324, 0.401, 20.8, 0.7786, 0.8923, 0.2192, 0.008242, 5.495E-4, 0.6143, 1.0, 0.3492, 1.429, 0.007048, 0.007048
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_04_R1_2004_06_ORIG_MID--AUDIO_04_R1_2004_08_Track08_wav.midi",0.04559, 0.1429, 0.9011, 0.8545, 14.76, 3.425, 9.0, 0.1375, 0.7239, 0.01536, 0.05834, 0.1165, 0.1751, 0.06208, 0.03446, 0.0515, 0.08944, 0.04246, 0.1375, 0.2756, 0.4935, 18.78, 0.8932, 0.9465, 0.1011, 0.008642, 0.001002, 0.7441, 1.0, 0.3708, 8.47, 0.006475, 0.006475
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_06_Track06_wav.midi",0.04704, 0.1441, 0.9661, 0.9737, 14.01, 3.417, 9.0, 0.1163, 0.6765, 0.007078, 0.04186, 0.09626, 0.1501, 0.06613, 0.04429, 0.04692, 0.0912, 0.03074, 0.1163, 0.3511, 0.4589, 20.59, 0.7146, 0.8541, 0.2695, 0.03568, 0.001993, 0.4722, 1.0, 0.6648, 3.412, 0.006318, 0.006318
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_21_R1_2004_01_ORIG_MID--AUDIO_21_R1_2004_01_Track01_wav.midi",0.04639, 0.1339, 0.9522, 0.9397, 13.03, 3.475, 5.0, 0.2237, 0.2779, 0.01478, 0.0289, 0.06689, 0.1005, 0.05748, 0.02841, 0.06219, 0.102, 0.05423, 0.2237, 0.2898, 0.4598, 18.6, 0.5948, 0.7207, 0.37, 0.06349, 0.006966, 0.4085, 1.0, 0.8697, 2.704, 0.006387, 0.006387
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_04_Track04_wav.midi",0.04818, 0.1422, 0.9333, 0.9423, 13.12, 3.503, 9.0, 0.1107, 0.919, 0.007865, 0.02177, 0.06219, 0.1911, 0.07317, 0.03384, 0.04006, 0.04701, 0.02232, 0.1107, 0.4117, 0.4893, 22.99, 0.8469, 0.9411, 0.1467, 0.009101, 0.0, 0.5803, 1.0, 0.3391, 2.901, 0.006605, 0.006605
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_22_R1_2004_01-04_ORIG_MID--AUDIO_22_R1_2004_17_Track17_wav.midi",0.02761, 0.1231, 0.9886, 0.8783, 17.48, 3.381, 9.0, 0.2233, 0.4217, 0.01699, 0.01576, 0.03764, 0.1526, 0.06288, 0.05349, 0.04753, 0.1087, 0.0294, 0.2233, 0.2675, 0.4463, 19.72, 0.8452, 0.9081, 0.1391, 0.02612, 0.005177, 0.6907, 1.0, 0.7124, 7.343, 0.006372, 0.006372
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_15_R1_2004_01-02_ORIG_MID--AUDIO_15_R1_2004_02_Track02_wav.midi",0.03956, 0.1673, 1.0, 0.9352, 16.08, 3.451, 9.0, 0.1602, 0.4099, 0.006847, 0.0375, 0.07968, 0.1126, 0.03037, 0.02054, 0.02999, 0.06963, 0.03092, 0.1602, 0.4592, 0.4707, 25.4, 0.7865, 0.8814, 0.2064, 0.0176, 0.00102, 0.5263, 1.0, 0.4543, 3.92, 0.006518, 0.006518
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_05_R1_2004_01_ORIG_MID--AUDIO_05_R1_2004_02_Track02_wav.midi",0.0409, 0.1221, 0.8697, 0.8552, 13.35, 3.474, 9.0, 0.1047, 0.7234, 0.006536, 0.04051, 0.08783, 0.1225, 0.05034, 0.02728, 0.05256, 0.09674, 0.03927, 0.1047, 0.4123, 0.4874, 20.5, 0.8308, 0.9061, 0.1564, 0.02264, 0.004275, 0.645, 1.0, 0.6632, 5.911, 0.006422, 0.006422
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_02_Track02_wav--1.midi",0.1041, 0.176, 0.7761, 0.8587, 9.147, 3.454, 1.0, 0.1977, 0.7618, 0.001167, 0.007393, 0.06537, 0.3482, 0.1401, 0.03152, 0.03852, 0.05214, 0.02335, 0.08327, 0.2163, 0.4982, 13.73, 0.6826, 0.7793, 0.2712, 0.07887, 0.00777, 0.4052, 1.0, 1.007, 1.245, 0.006479, 0.006479
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_16_R2_2004_01_ORIG_MID--AUDIO_16_R2_2004_02_Track02_wav.midi",0.06319, 0.1588, 0.8403, 0.895, 12.86, 3.498, 9.0, 0.1119, 0.7659, 0.05548, 0.01332, 0.05681, 0.166, 0.07412, 0.02841, 0.04572, 0.06613, 0.01687, 0.1119, 0.3786, 0.4568, 20.15, 0.3563, 0.5713, 0.5165, 0.1953, 0.03028, 0.215, 0.8612, 1.565, 0.6693, 0.006742, 0.006742
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_19_R2_2004_01_ORIG_MID--AUDIO_19_R2_2004_02_Track02_wav.midi",0.05804, 0.1255, 0.8199, 0.9655, 11.73, 3.418, 8.0, 0.1475, 0.5678, 0.02223, 0.03335, 0.06743, 0.1627, 0.05002, 0.02594, 0.05113, 0.08707, 0.03668, 0.1475, 0.3494, 0.4487, 18.47, 0.6273, 0.6979, 0.2963, 0.115, 0.01622, 0.4229, 1.0, 1.136, 3.452, 0.008204, 0.008204
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_07_R1_2004_01_ORIG_MID--AUDIO_07_R1_2004_04_Track04_wav.midi",0.04225, 0.1535, 0.9767, 0.9264, 15.5, 3.39, 9.0, 0.1645, 0.5653, 0.02062, 0.02705, 0.06728, 0.1471, 0.06626, 0.03076, 0.04226, 0.08908, 0.03144, 0.1645, 0.3408, 0.481, 22.45, 0.4461, 0.578, 0.49, 0.1255, 0.01359, 0.3081, 1.0, 1.23, 2.711, 0.006415, 0.006415
"/Users/aybukeekiz/Desktop/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_18_R1_2004_01-02_ORIG_MID--AUDIO_18_R1_2004_02_Track02_wav.midi",0.1098, 0.2305, 0.8295, 0.7328, 11.74, 3.583, 9.0, 0.158, 0.5917, 0.04246, 0.01317, 0.0497, 0.1768, 0.06419, 0.04115, 0.0632, 0.1303, 0.03851, 0.158, 0.2357, 0.4809, 16.2, 0.7663, 0.8803, 0.2235, 0.01714, 6.349E-4, 0.5676, 1.0, 0.486, 3.43, 0.006576, 0.006576
